BTUSA21202198601,DREISSIGACKER Hannah,2,6
BTSVK21102198201,KALINOVA Lubomira,0,2
BTGER22711198001,SACHENBACHER-STEHLE Evi,47,10
BTRUS21106198301,IOURIEVA Ekaterina,33,8
BTUKR21902199101,BONDAR Iana,2,4
BTRUS11912198601,SLEPOV Alexey,38,6
BTLTU11706199001,SUSLAVICIUS Rokas,2,2
BTJPN22610199001,GOSHONO Arisa,17,9
BTJPN10807198701,WAKAMATSU Sho,0,5
BTCHN20910199001,MA Wei,1,5
BTKOR13003198401,LEE In-Bok,8,4
BTMDA11102199201,PINZARU Victor,8,2
BTESP11806198301,PULIDO SERRANO Samuel,1,3
BTBEL12604197101,LANGER Thorsten,4,2
BTKOR12112198701,JUN Je-Uk,2,4
BTDEN12008196701,SLETTEMARK Oystein,0,1
BTTUR12701199001,USTUNTAS Ahmet,2,2
BTCRO11806199201,VEVEREC Jurica,1,2
BTBEL12410199101,LANGER Thierry,3,2
BTTUR10101199201,CIVIL Orhangazi,2,2
BTMKD10305198401,ICOSKI Gjorgji,2,2
BTESP12201198901,QUINTANA ARIAS Pedro,12,3
BTGRE12504198801,KARAMICHAS Kleanthis,0,2
BTBIH11303198901,KOSARAC Nemanja,1,2
BTAUS10303197401,MORTON Cameron,0,2
BTAUS10709199201,HARMER Dyllan,1,2
BTSCG12307198801,RASTIC Damir,3,8
BTHUN12304198601,MUSKATAL Istvan,0,2
BTESP11911197901,LOBO ESCOLAR Victor,6,3
BTKOR10708198901,LEE Su-Young,0,3
BTLAT10912198901,MUIZNIEKS Oskars,0,3
BTKOR11012199301,KIM Yonggyu,1,3
BTJPN11503199201,MAEDA Ryo,0,3
BTESP12706198801,FERNANDEZ MUSSO Manuel,0,3
BTSCG10402198601,HODZIC Edin,14,4
BTTUR20201199201,ERDILER Nihan,0,2
BTMDA22808198801,CAMENSCIC Alexandra,0,2
BTAUS21610199401,GLANVILLE Lucy,0,2
BTBIH22307199101,KARISIK Tanja,0,2
BTGRE21205199001,TSAKIRI Panagiota,1,2
BTGBR23011198401,JONES Nerys,1,2
BTFIN21501198301,SILTAKORPI Annukka,1,3
BTLTU20112199301,KAZNACENKO Marija,0,3
BTLAT22001199201,PASKOVSKA Inga,1,2
BTROU22608199301,TOFALVI Orsolya,7,4
BTBUL21901199001,KOEVA Dafinka,0,1
BTLTU20404199301,BANEL Karolina,0,2
BTBEL13012197701,LANGER Pascal,0,1
BTPOL12008199101,GUZIK  Grzegorz,0,1
BTSUI12404198301,JOLLER Ivan,39,10
BTSLO12112199001,KOCEVAR Simon,1,1
BTRUS13101199201,LOGINOV Alexander,86,5
BTFIN13004198401,HAKALA Matti,0,1
BTUKR12602199001,RUSINOV Dmytro,1,2
BTNOR11605199301,BOE Johannes Thingnes,31,8
BTRUS10301199201,TSVETKOV Maxim,26,3
BTGER11606198601,BOEHM Daniel,31,7
BTKAZ12503199101,PANTOV Anton,1,3
BTUSA10806199501,DOHERTY Sean,0,1
BTSWE11305198801,STEGMAYR Gabriel,0,1
BTRUS12612199101,PECHENKIN Aleksandr,3,3
BTNOR22912198001,MOERKVE Jori,2,2
BTSWE22803199001,BRORSSON Mona,0,1
BTRUS21110198701,PANFILOVA Mariya,28,7
BTRUS22608198701,STARYKH Irina,3,2
BTRUS21610198701,NAZAROVA Valentina,0,2
BTKAZ22608199001,KISTANOVA  Anna,1,1
BTKAZ21311198901,OKOLZDAYEVA Galina,1,1
BTRUS20305199001,ALIKINA Aleksandra,17,2
BTSWE20212198801,ADOLFSSON Kim,1,1
BTGER22208199301,DAHLMEIER Laura,138,10
BTRUS21209198201,SOROKINA Natalia,1,1
BTGER22403199201,HINZ Vanessa,4,3
BTNOR21203199001,NOSSUM Ane Skrove,6,4
BTRUS12011198601,KLYACHIN Sergey,3,2
BTGER11201198601,STEPHAN Christoph,6,4
BTCZE12512198701,JANOV Vit,10,4
BTRUS20508199201,PODCHUFAROVA Olga,2,3
BTRUS10302198801,LAPSHIN Timofey,0,1
BTAUT22912199301,RIEDER Christina,0,1
BTEST12108198701,ALA Siim,0,1
BTKOR20508199301,HWANG Hyesuk,0,1
BTCAN10102199101,WENZEL Kurtis,0,1
BTAUT20212198901,DUERINGER Ramona,1,1
